model_name,experiment,batch_size,optimizer,lr,dropout,regularization,lambda,history,num_epochs,val_precision,val_recall,val_f1_score,val_accuracy
xception,1,32,adam,0.001,0.0,none,0.0,"{'epoch': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'train_loss': [1.7464083034939235, 1.4759961835225424, 1.3354985083897908, 1.2401729995515611, 1.168284801059299, 1.1053833902570935, 1.0528866864416335, 1.0019463279724121, 0.9541348377545674, 0.9086259689648946, 0.8632810658031039, 0.8190906207402547, 0.7775038450453017, 0.7323602810064952, 0.6881758484840393], 'train_acc': [0.3609111111111111, 0.45008888888888887, 0.5069222222222223, 0.5444111111111111, 0.5727555555555556, 0.5957, 0.6161222222222222, 0.6359, 0.6558777777777778, 0.6692111111111111, 0.6868, 0.7026666666666667, 0.7173, 0.7351333333333333, 0.7500111111111111], 'val_loss': [1.6606077799373202, 1.3753465853903029, 1.2762669648859235, 1.2137425559096866, 1.1851395255830552, 1.176418049981859, 1.1334467346429824, 1.0799596225208707, 1.0753749527984195, 1.0707218238141802, 1.083550488811069, 1.1064413580324914, 1.0631629535992941, 1.0993195088167986, 1.1916184739536708], 'val_acc': [0.42386666666666667, 0.49141111111111113, 0.5286888888888889, 0.5557444444444445, 0.5667777777777778, 0.5718333333333333, 0.5868888888888889, 0.6122111111111112, 0.6160222222222222, 0.6173333333333333, 0.6196222222222222, 0.6217666666666667, 0.6258444444444444, 0.6226, 0.6118111111111111]}",15,0.712455689907074,0.7063333988189697,0.7036076784133911,0.706333339214325
xception,1,64,adam,0.1,0.0,none,0.0,"{'epoch': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], 'train_loss': [2.4341487025790745, 2.311493264685737, 2.311217693456014, 2.311693138970269, 2.3116480101267496, 2.311386095767551, 2.3109873361375595, 2.3116965691036646, 2.3113941891988117, 2.3123538485633004, 2.3123062172783744, 2.311735622194078, 2.310886680899726, 2.3117560220506457, 2.311530745527479, 2.312155976655748, 2.3114696080949573, 2.311267801708645, 2.3111346224890816], 'train_acc': [0.10075555555555556, 0.09973333333333333, 0.09903333333333333, 0.09945555555555556, 0.09968888888888888, 0.10174444444444444, 0.0995888888888889, 0.10185555555555556, 0.10038888888888889, 0.09995555555555556, 0.09978888888888889, 0.10064444444444444, 0.10027777777777777, 0.1005888888888889, 0.10016666666666667, 0.1005888888888889, 0.10072222222222223, 0.10033333333333333, 0.10142222222222222], 'val_loss': [2.3177269052293568, 2.309298753229777, 2.3188913111368814, 2.3133138172573515, 2.3142869954427083, 2.308686948013306, 2.3163578266567653, 2.313699699189928, 2.316888355763753, 2.308365773561266, 2.3078295702616374, 2.3062154053582087, 2.311030745739407, 2.3094421630011666, 2.3059758907318115, 2.308431768078274, 2.3137022505866156, 2.309179687415229, 2.308916188812256], 'val_acc': [0.09968888888888888, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]}",19,0.009999999776482582,0.10000000149011612,0.01818181946873665,0.10000000149011612
xception,1,32,adam,0.001,0.3,none,0.0,"{'epoch': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'train_loss': [1.8003745546976726, 1.49260871802436, 1.3427901872634889, 1.2476624180263942, 1.171912376636929, 1.112397078620063, 1.059072489759657, 1.0089197651545208, 0.9606145542674595, 0.913383437930213, 0.8706508628951178, 0.823583177863227, 0.7799022563722399], 'train_acc': [0.34936666666666666, 0.4418888888888889, 0.5009555555555556, 0.5421777777777778, 0.5712777777777778, 0.5929, 0.6126444444444444, 0.6310666666666667, 0.6531444444444444, 0.6683333333333333, 0.6833, 0.6996666666666667, 0.7146666666666667], 'val_loss': [1.616904184044732, 1.4143009160730573, 1.2908658699936337, 1.2267468029605018, 1.2072562437481351, 1.1444501083109113, 1.136395296663708, 1.0884943029032814, 1.0684655667834813, 1.087418577416738, 1.0757248776064978, 1.0718004202074474, 1.0833958395984438], 'val_acc': [0.4071222222222222, 0.46852222222222223, 0.5230777777777778, 0.5503111111111111, 0.5609333333333333, 0.5804777777777778, 0.5852444444444445, 0.6036111111111111, 0.6138777777777777, 0.6145111111111111, 0.6185, 0.6243, 0.6223555555555556]}",13,0.6981950998306274,0.6867777705192566,0.6863134503364563,0.6867777705192566
xception,1,32,adam,0.001,0.0,l2,0.001,"{'epoch': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], 'train_loss': [1.6833469503826566, 1.500523854298062, 1.383238982963562, 1.3343584057278104, 1.2984547955407038, 1.2750972947862413, 1.2517699722925821, 1.2334715031517876, 1.2209960906134711, 1.2083721243328518, 1.1985715600119697, 1.188544441572825], 'train_acc': [0.3746, 0.4395777777777778, 0.4860555555555556, 0.5079444444444444, 0.5195444444444445, 0.5295, 0.5371777777777778, 0.5449, 0.5515111111111111, 0.5555888888888889, 0.5593, 0.5637111111111112], 'val_loss': [1.4799598711013795, 1.464362707487742, 1.3564488805241055, 1.340356269200643, 1.31940799147288, 1.2749325096872117, 1.2562248497327169, 1.2112636572413975, 1.2150641641775768, 1.2317350394884745, 1.245539419746399, 1.236166819111506], 'val_acc': [0.4509666666666667, 0.45026666666666665, 0.4997111111111111, 0.5096777777777778, 0.5133222222222222, 0.5268666666666667, 0.5384333333333333, 0.5534777777777777, 0.5541, 0.5477111111111111, 0.5425555555555556, 0.5442222222222223]}",12,0.6274632811546326,0.6035555601119995,0.6054232120513916,0.6035555601119995
xception,1,128,sgd,0.001,0.0,none,0.0,"{'epoch': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21], 'train_loss': [1.8361435091230605, 1.6458474308437772, 1.52929878493415, 1.4547424198998344, 1.392283247227139, 1.3434618091583252, 1.2990979903115167, 1.2589504734251233, 1.2242393493440415, 1.1920942894193862, 1.1579375261306764, 1.1261636357943217, 1.0979622139400906, 1.071027350785997, 1.0426368078231811, 1.0172500855551825, 0.9954736899269951, 0.9634553616205851, 0.9380094205008612, 0.9198752742979261, 0.8848732529534233], 'train_acc': [0.31803333333333333, 0.39185555555555557, 0.43535555555555555, 0.4663333333333333, 0.4880555555555556, 0.5071555555555556, 0.5243, 0.5409, 0.5520666666666667, 0.5673444444444444, 0.5795111111111111, 0.5915777777777778, 0.6015111111111111, 0.6100888888888889, 0.6239333333333333, 0.6321222222222223, 0.6384333333333333, 0.6501555555555556, 0.6593666666666667, 0.6680333333333334, 0.6788333333333333], 'val_loss': [1.687139011171129, 1.662368470064799, 1.509414315340254, 1.4577376444922554, 1.4444031980514527, 1.3880043797704908, 1.4023691268497043, 1.3390214078267415, 1.3669264518737794, 1.3259914938608806, 1.3407921065542432, 1.3347763936148749, 1.3289312457402547, 1.320186499150594, 1.3947199468188816, 1.3298219994015164, 1.3165856375588312, 1.3656652351591323, 1.331184118631151, 1.361560026915868, 1.3538990335676404], 'val_acc': [0.3749, 0.3919111111111111, 0.44224444444444444, 0.46721111111111113, 0.46992222222222224, 0.4931333333333333, 0.4912666666666667, 0.5119777777777778, 0.5016555555555555, 0.5211444444444444, 0.5112555555555556, 0.5222, 0.5238, 0.5286777777777778, 0.5182, 0.5327111111111111, 0.5371222222222222, 0.5218111111111111, 0.5431555555555555, 0.5291222222222223, 0.5406444444444445]}",21,0.605750322341919,0.5968888998031616,0.5909626483917236,0.5968888998031616
xception,1,32,adam,0.001,0.5,none,0.0,"{'epoch': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], 'train_loss': [1.8279464029524062, 1.4808678407457139, 1.3342111819585165, 1.241817147424486, 1.1669857177522447, 1.1022593349032932, 1.0492883194499545, 0.9986043578783671, 0.9514587512228224, 0.9052178096877204, 0.8599521366861131, 0.8158903356605106, 0.7707182953092787, 0.7301413285626306, 0.6818679764164819, 0.6500499153349135, 0.6047192916870118], 'train_acc': [0.3411888888888889, 0.4477111111111111, 0.5072777777777778, 0.5448555555555555, 0.5756888888888889, 0.5971777777777778, 0.618, 0.6369444444444444, 0.6542666666666667, 0.6712222222222223, 0.6869222222222222, 0.7065222222222223, 0.7206333333333333, 0.7363111111111111, 0.7525, 0.7629, 0.7806777777777778], 'val_loss': [1.5380601020177205, 1.4159054292096032, 1.301741658284929, 1.2092602937380472, 1.2087424698193867, 1.1596620959652795, 1.13956977230178, 1.0823209235191344, 1.1056639001104567, 1.082534918530782, 1.1038830694569481, 1.082786153957579, 1.0557970065805646, 1.0985719792339537, 1.151743351836337, 1.2036459977044, 1.114195531579521], 'val_acc': [0.44224444444444444, 0.4724888888888889, 0.5232777777777777, 0.5553777777777777, 0.5578555555555555, 0.5732888888888888, 0.5817555555555556, 0.6104888888888889, 0.6055, 0.6120777777777778, 0.6075, 0.6210444444444444, 0.6296333333333334, 0.6166777777777778, 0.6223555555555556, 0.6124111111111111, 0.6292777777777778]}",17,0.7078061103820801,0.7075555324554443,0.7045811414718628,0.7075555324554443
resnet50,1,64,adam,0.1,0.0,none,0.0,,,,,,
efficientnetb4,1,64,adam,0.1,0.0,none,0.0,,,,,,
efficientnetb4,1,64,sgd,0.01,0.0,none,0.0,,,,,,
efficientnetb4,1,64,sgd,0.001,0.0,none,0.0,,,,,,
efficientnetb4,1,128,sgd,0.001,0.0,none,0.0,,,,,,
efficientnetb4,1,128,adam,0.01,0.0,none,0.0,,,,,,
efficientnetb4,1,128,adam,0.1,0.0,none,0.0,,,,,,
resnet50,1,128,adam,0.01,0.0,none,0.0,"{'epoch': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18], 'train_loss': [1.91971787109375, 1.61746966158549, 1.404686588329739, 1.286012263806661, 1.1920925317764282, 1.1166608530256483, 1.048041285419464, 0.9875777219348484, 0.9222501589245267, 0.8660190142419603, 0.8052596673223708, 0.7512527322875129, 0.6870714549435509, 0.6235095229784647, 0.5688417790836758, 0.5027521244896783, 0.4571380971696642, 0.40150052625868055], 'train_acc': [0.29646666666666666, 0.3941, 0.4787, 0.5267222222222222, 0.5641, 0.5938111111111111, 0.6177, 0.6412888888888889, 0.6657111111111111, 0.6854, 0.7087333333333333, 0.7276777777777778, 0.7505333333333334, 0.7730222222222223, 0.7930555555555555, 0.8174555555555556, 0.8337333333333333, 0.8542666666666666], 'val_loss': [1.7409549683464898, 1.5689533405727811, 1.3507272160212198, 1.2802516355726454, 1.186092763519287, 1.1882792888058555, 1.1596203153822158, 1.095693619855245, 1.019736423110962, 1.0290240060594347, 1.0585198336813184, 1.110366013595793, 1.0766073052512275, 1.0717554177231259, 1.122990066962772, 1.1306526469972398, 1.212705331378513, 1.3065237867779202], 'val_acc': [0.36473333333333335, 0.4190333333333333, 0.5010888888888889, 0.5276444444444445, 0.5687777777777778, 0.5670222222222222, 0.5807111111111111, 0.6090444444444445, 0.6316111111111111, 0.6349444444444444, 0.6243333333333333, 0.6237222222222222, 0.6362333333333333, 0.6342111111111111, 0.6390666666666667, 0.6433111111111111, 0.6423111111111112, 0.6416555555555555]}",18,0.7270737886428833,0.7207777500152588,0.7213667035102844,0.7207777500152588
resnet50,1,64,adam,0.001,0.0,l2,0.001,"{'epoch': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30], 'train_loss': [1.5840508012983534, 1.9330259972042507, 1.7412472454918755, 1.7010914615631103, 1.6769878200531005, 1.6599344137615628, 1.6330091446558634, 1.5962652303059897, 1.5553794532140095, 1.5184999695036145, 1.4825001686520047, 1.4575356487909952, 1.435019482421875, 1.4183192820654975, 1.400257745827569, 1.384812401453654, 1.37323464779324, 1.3674100951512655, 1.3511312443203396, 1.3420370239681667, 1.3323459575229222, 1.3245653473112318, 1.3191693331612482, 1.3132282543606228, 1.308073838467068, 1.3018294929080538, 1.2976989895290798, 1.2941900657653809, 1.2885655342102051, 1.2841694636450873], 'train_acc': [0.41254444444444444, 0.2745888888888889, 0.3332333333333333, 0.35104444444444444, 0.3609, 0.3703444444444444, 0.3834666666666667, 0.39655555555555555, 0.4152777777777778, 0.429, 0.44433333333333336, 0.4569888888888889, 0.4664111111111111, 0.4716111111111111, 0.4797, 0.4860333333333333, 0.49174444444444443, 0.4937888888888889, 0.5014555555555555, 0.5022555555555556, 0.5090555555555556, 0.5116777777777778, 0.5130333333333333, 0.5162555555555556, 0.5186222222222222, 0.5186333333333333, 0.5216111111111111, 0.5240666666666667, 0.5257111111111111, 0.5275222222222222], 'val_loss': [1.762064136536916, 1.7818673057556151, 1.8114349090152317, 1.67605246541765, 1.6592012437608508, 1.6480373669306436, 1.6259956386566161, 1.6030173258675469, 1.5492530638800728, 1.5309761839548748, 1.4592717505560981, 1.4516509525299073, 1.5167446991390652, 1.42489869234297, 1.4143514789793226, 1.3759671720716689, 1.3802580966525608, 1.3976744677437676, 1.3576251871320937, 1.3566247969097562, 1.3740371681637233, 1.341689622921414, 1.3614034459431965, 1.3288907683054607, 1.3091800368626914, 1.3043881084865994, 1.355635121875339, 1.2945713698705037, 1.3139095110787287, 1.3337433429718017], 'val_acc': [0.38918888888888886, 0.32245555555555555, 0.32647777777777776, 0.3596, 0.37294444444444447, 0.37566666666666665, 0.3831111111111111, 0.3920888888888889, 0.4162222222222222, 0.4225555555555556, 0.45295555555555556, 0.4542555555555556, 0.44193333333333334, 0.4683777777777778, 0.48115555555555556, 0.4934222222222222, 0.4898, 0.47705555555555557, 0.49737777777777775, 0.4975333333333333, 0.4916111111111111, 0.5032777777777778, 0.49241111111111113, 0.5105666666666666, 0.5135, 0.5178666666666667, 0.5053333333333333, 0.5216444444444445, 0.5141666666666667, 0.5125111111111111]}",30,0.6138468980789185,0.5692222118377686,0.5744159817695618,0.5692222118377686
resnet50,1,64,adam,0.001,0.5,none,0.0,"{'epoch': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], 'train_loss': [1.5797835118187797, 1.2935165857103137, 1.0789565388149684, 0.9503181019888984, 0.8305686934365166, 0.7153242180294461, 0.6004181554794311, 0.4878358636114332, 0.3885959844695197, 0.3111021504826016, 0.25081919718583423], 'train_acc': [0.4250888888888889, 0.5215222222222222, 0.6072333333333333, 0.6561222222222223, 0.7005777777777777, 0.7416, 0.7824555555555556, 0.8226555555555556, 0.8591444444444445, 0.8880111111111111, 0.9100888888888888], 'val_loss': [1.6028312340312534, 1.1472222479396397, 1.028302310901218, 0.9843378945032756, 0.8996353152592977, 0.9211270726097954, 0.8882557082394759, 0.9326047535234028, 1.0057586173905266, 1.0983717900117238, 1.139781640709771], 'val_acc': [0.4673777777777778, 0.5840666666666666, 0.6298111111111111, 0.6449333333333334, 0.6784, 0.6743111111111111, 0.6983222222222222, 0.6838777777777778, 0.6935222222222223, 0.6871333333333334, 0.6860666666666667]}",11,0.8080784678459167,0.7978888750076294,0.7999441623687744,0.7978888750076294
resnet50,1,64,adam,0.001,0.0,none,0.0,"{'epoch': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 'train_loss': [1.517422417026096, 1.3013391602728102, 1.0900177698347304, 0.9608641574647692, 0.8397399777200487, 0.7267897109985352, 0.6081062790764703, 0.4934752486652798, 0.3874291070567237, 0.2982203324476878], 'train_acc': [0.4422111111111111, 0.5203, 0.6017111111111111, 0.6497111111111111, 0.6971666666666667, 0.7371777777777778, 0.7793222222222222, 0.8223, 0.8602888888888889, 0.8916333333333334], 'val_loss': [1.3959358522521126, 1.262808658472697, 1.1360437642150456, 1.012751232624054, 0.92199877026346, 0.8753133699364133, 0.8842351302835676, 0.9232682370556725, 1.0070681895044116, 1.1607847247653538], 'val_acc': [0.49985555555555555, 0.5453555555555556, 0.5969888888888889, 0.6383888888888889, 0.6718666666666666, 0.6916555555555556, 0.6916333333333333, 0.697, 0.6919111111111111, 0.6728444444444445]}",10,0.7934929132461548,0.7894444465637207,0.7895315885543823,0.7894444465637207
resnet50,1,64,sgd,0.1,0.0,none,0.0,"{'epoch': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], 'train_loss': [2.3605289692984686, 1.800701322195265, 1.679057853105333, 1.594382383770413, 1.5095693457709418, 1.4249602539486355, 1.3496661448372735, 1.2770296481026544, 1.2087912575191921, 1.1527296009911432, 1.0959607908884683, 1.043025580745273, 0.9961246846305, 0.9512776757558187, 0.9042164387702942, 0.8582546786202325, 0.8130061600579156, 0.7732447507487403, 0.7227104611025916], 'train_acc': [0.18988888888888888, 0.3167, 0.3689777777777778, 0.4025111111111111, 0.4388444444444444, 0.4735888888888889, 0.5038333333333334, 0.5310222222222222, 0.5595555555555556, 0.5812666666666667, 0.6013, 0.6244333333333333, 0.6405555555555555, 0.6551888888888889, 0.6731444444444444, 0.6887444444444445, 0.7064222222222222, 0.7208555555555556, 0.7398555555555556], 'val_loss': [1.863267081260681, 1.7722643801583184, 1.760072030321757, 1.5290572143766614, 1.4771345748901368, 1.387566903008355, 1.3706994158850776, 1.2931586068259344, 1.2182267404768201, 1.206369627708859, 1.171970370748308, 1.1464937589115567, 1.1013170247183905, 1.1068287728309631, 1.0600593155437046, 1.0856089488771226, 1.102976015806198, 1.136183814493815, 1.125034881295098], 'val_acc': [0.2788111111111111, 0.33665555555555554, 0.3590111111111111, 0.4292222222222222, 0.4573333333333333, 0.4887222222222222, 0.4936888888888889, 0.5267777777777778, 0.5541777777777778, 0.5646333333333333, 0.5797333333333333, 0.5879333333333333, 0.6021666666666666, 0.6052555555555555, 0.6177555555555555, 0.6176222222222222, 0.6144333333333334, 0.6149777777777777, 0.6226111111111111]}",19,0.7022594809532166,0.6926666498184204,0.6921215057373047,0.6926666498184204
resnet50,1,64,adam,0.001,0.3,none,0.0,"{'epoch': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], 'train_loss': [1.5345454264746772, 1.6398206535127429, 1.2626066020117865, 1.1022423263337877, 0.981507513279385, 0.8738967619154189, 0.7661648165173001, 0.6546740659819709, 0.5428275264104208, 0.4433939957300822, 0.35054922199779087], 'train_acc': [0.43645555555555554, 0.3824111111111111, 0.5317444444444445, 0.5952444444444445, 0.6418111111111111, 0.6839, 0.7221666666666666, 0.7630777777777777, 0.8042111111111111, 0.8387555555555556, 0.8737111111111111], 'val_loss': [1.6236573575496673, 1.3750715443929036, 1.2102353635258145, 1.0913378445625306, 1.025625977865855, 0.9750159509923723, 0.9302339537726508, 0.956968200302124, 1.0250784004158444, 1.0784451798174117, 1.1775032078478072], 'val_acc': [0.4450777777777778, 0.4842444444444444, 0.5530111111111111, 0.6024555555555555, 0.6332777777777778, 0.6506, 0.6695666666666666, 0.6655777777777778, 0.6599111111111111, 0.6674111111111111, 0.6696888888888889]}",11,0.7692815065383911,0.7509999871253967,0.7546133995056152,0.7509999871253967
resnet50,1,64,sgd,0.001,0.0,none,0.0,"{'epoch': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18], 'train_loss': [1.9295998002582126, 1.7115951880137126, 1.5548820464664035, 1.4535209094789292, 1.3799504059049819, 1.3083418861601088, 1.2462759147220188, 1.1869818270789252, 1.1279928071127998, 1.0757219086752998, 1.025007620493571, 0.9710284960640801, 0.9179475429217021, 0.868257573223114, 0.8135289120144314, 0.7613580977121989, 0.7051910583813985, 0.655930632962121], 'train_acc': [0.2785888888888889, 0.35855555555555557, 0.4188222222222222, 0.4579888888888889, 0.4883777777777778, 0.5168111111111111, 0.5410222222222222, 0.5646222222222222, 0.5892555555555555, 0.6094555555555555, 0.6268888888888889, 0.6490888888888889, 0.6676555555555556, 0.6849555555555555, 0.7047111111111111, 0.7253888888888889, 0.7449555555555556, 0.7627], 'val_loss': [1.7318942600462173, 1.6611103543599446, 1.4945759664853413, 1.4414762129677667, 1.3719427728335063, 1.3342468975702921, 1.3156961977322896, 1.2352270299275716, 1.230229988172319, 1.197250546974606, 1.1568271389537388, 1.1268067325380113, 1.120032815472285, 1.1022861619737414, 1.174121234732204, 1.1439732428020901, 1.2004834194607206, 1.1960712202707926], 'val_acc': [0.35138888888888886, 0.3793666666666667, 0.4406111111111111, 0.4665666666666667, 0.4925888888888889, 0.5111, 0.5192888888888889, 0.5513888888888889, 0.5533666666666667, 0.5669444444444445, 0.5859333333333333, 0.5947777777777777, 0.5988222222222223, 0.6084333333333334, 0.5944111111111111, 0.6024222222222222, 0.5895888888888889, 0.6055666666666667]}",18,0.6971675157546997,0.6856666803359985,0.687240481376648,0.6856666803359985
resnet50,1,128,adam,0.1,0.0,none,0.0,"{'epoch': [1, 2, 3, 4, 5], 'train_loss': [2.4677996048821345, 590314081.4604126, 2.317072219276428, 2.2114528584374322, 2.171171019066705], 'train_acc': [0.23592222222222223, 0.1213111111111111, 0.1695, 0.19263333333333332, 0.20554444444444445], 'val_loss': [2.044027759085761, 2.4039599421395197, 2.2509765319824218, 2.3633497951931424, 2.3865014673338996], 'val_acc': [0.24757777777777779, 0.16192222222222222, 0.18822222222222224, 0.17726666666666666, 0.16663333333333333]}",5,0.23195970058441162,0.24977777898311615,0.19824546575546265,0.24977777898311615
resnet50,1,256,sgd,0.001,0.0,none,0.0,"{'epoch': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24], 'train_loss': [2.065539166302151, 1.8571665756861369, 1.7278514744228788, 1.6515464836968317, 1.5763286415312026, 1.5228940115610758, 1.468873135693868, 1.4264584363513522, 1.386205222638448, 1.3476657614813912, 1.3036800421608818, 1.268342407989502, 1.233421160973443, 1.1953965188768174, 1.166674604649014, 1.120776586235894, 1.098706859758165, 1.0590166128794352, 1.0262530013826159, 1.0003658941904703, 0.9600876746495565, 0.9312997374958463, 0.9018951721615261, 0.8553856196085612], 'train_acc': [0.21625555555555556, 0.2972888888888889, 0.35236666666666666, 0.38304444444444447, 0.41331111111111113, 0.43446666666666667, 0.45494444444444443, 0.4701666666666667, 0.4863, 0.5042333333333333, 0.5204333333333333, 0.5339333333333334, 0.5497555555555556, 0.562, 0.5735111111111111, 0.5912111111111111, 0.6017666666666667, 0.6154888888888889, 0.6285888888888889, 0.6393555555555556, 0.6551444444444444, 0.6628888888888889, 0.6752555555555556, 0.6918], 'val_loss': [1.9016220349205866, 1.7457125507354736, 1.6795423649046155, 1.6392778977500069, 1.5612562757703994, 1.5226864471435546, 1.4634377137713963, 1.4254561875873142, 1.412184067132738, 1.3768334974500869, 1.365304250187344, 1.328203312555949, 1.3170036794980367, 1.2594750943925646, 1.2391396111806234, 1.2346412419637045, 1.2137837086147731, 1.2886321192423502, 1.3407072376675075, 1.1896090932422214, 1.289809750588735, 1.2259075635062324, 1.2523122660530939, 1.2627437805811563], 'val_acc': [0.27997777777777777, 0.34321111111111113, 0.3648, 0.39263333333333333, 0.4231111111111111, 0.4351111111111111, 0.4529444444444444, 0.4748777777777778, 0.47134444444444445, 0.49095555555555553, 0.5010888888888889, 0.5126111111111111, 0.5210888888888889, 0.5391888888888889, 0.5500666666666667, 0.5519666666666667, 0.5600666666666667, 0.5373888888888889, 0.5288333333333334, 0.5720666666666666, 0.5465666666666666, 0.5686333333333333, 0.5566111111111111, 0.5639222222222222]}",24,0.6436625719070435,0.6305555701255798,0.6286789774894714,0.6305555701255798
resnet50,1,64,adam,0.01,0.0,none,0.0,"{'epoch': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'train_loss': [1.8570050761964587, 1.700953136613634, 1.4183676463445027, 1.2973359614478217, 1.2120561782201131, 1.14353665438758, 1.0864353462643093, 1.0333066355599296, 0.9821029803805881, 0.9312658378813001, 0.8918033298492432, 0.8447842865837945, 0.7978264558156332, 0.7594682463328044, 0.7220042377789815], 'train_acc': [0.32695555555555555, 0.35133333333333333, 0.47204444444444443, 0.5206222222222222, 0.5541222222222222, 0.5814333333333334, 0.6028, 0.6236333333333334, 0.6431444444444444, 0.6630444444444444, 0.6763333333333333, 0.6933333333333334, 0.7117444444444444, 0.7254666666666667, 0.7369222222222223], 'val_loss': [1.4537993662940132, 1.5304398924721612, 1.441555032073127, 1.2686646773868138, 1.2363315062204996, 1.1547360698805915, 1.215583597776625, 1.0692547462940216, 1.0952657752831776, 1.1063714972813925, 1.03629159611596, 1.0830988426658843, 1.117496391084459, 1.1425634039031134, 1.1139792409949834], 'val_acc': [0.46055555555555555, 0.4261666666666667, 0.4765888888888889, 0.5286777777777778, 0.5486222222222222, 0.5777333333333333, 0.5570555555555555, 0.6110888888888889, 0.6044666666666667, 0.6052222222222222, 0.6273111111111112, 0.6181222222222222, 0.6149888888888889, 0.6138777777777777, 0.6251444444444444]}",15,0.7239398956298828,0.710444450378418,0.7123913168907166,0.710444450378418
resnet50,1,256,adam,0.01,0.0,none,0.0,"{'epoch': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'train_loss': [2.1005067606396146, 2.082545421303643, 1.7679157125473022, 1.6365321580674914, 1.501098664771186, 1.3915416296641032, 1.306962399927775, 1.2384619668112862, 1.1791610983106826, 1.1247600838873122, 1.070412807337443, 1.0150650528589884, 0.9615837562561035, 0.8977130045255025, 0.8352258271429274], 'train_acc': [0.2321, 0.21562222222222222, 0.33476666666666666, 0.3878, 0.44432222222222223, 0.48684444444444447, 0.5210444444444444, 0.5478777777777778, 0.5673444444444444, 0.5891, 0.6108, 0.6311333333333333, 0.6489444444444444, 0.6725888888888889, 0.6972777777777778], 'val_loss': [1.8216069995880126, 1.8334162161721124, 1.7157731362660726, 1.560962400839064, 1.4348287858963014, 1.4012794405407376, 1.3077069836510553, 1.2802613740179274, 1.2486395441055298, 1.1903123414993286, 1.1727341557184856, 1.1799341758092246, 1.1800921097013686, 1.209664021513197, 1.231084566031562], 'val_acc': [0.3084777777777778, 0.3002111111111111, 0.36167777777777776, 0.4196888888888889, 0.47365555555555555, 0.4868777777777778, 0.5224, 0.5303333333333333, 0.5441333333333334, 0.5686777777777777, 0.5761222222222222, 0.5806333333333333, 0.5839444444444445, 0.5778555555555556, 0.5819222222222222]}",15,0.6725561618804932,0.663444459438324,0.6645707488059998,0.663444459438324
resnet50,1,64,sgd,0.01,0.0,none,0.0,"{'epoch': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'train_loss': [1.8431172494252523, 1.451959460512797, 1.2565185863918729, 1.1369366847356162, 1.03855983432134, 0.9485362263997396, 0.8622347430335151, 0.7853905776129828, 0.7071731103685167, 0.638654686556922, 0.5690149938159519, 0.5020081861390008, 0.4489146173106299], 'train_acc': [0.33915555555555554, 0.46092222222222223, 0.5371, 0.5837444444444444, 0.6208777777777778, 0.6551, 0.6868111111111111, 0.7157888888888889, 0.7440333333333333, 0.7676777777777778, 0.7928222222222222, 0.8175888888888889, 0.8372666666666667], 'val_loss': [1.8729435858196681, 1.3308696229722765, 1.31132331088384, 1.2099423147413466, 1.1523942835966745, 1.0378995677365197, 1.0554197905434501, 1.0452254855579801, 1.002087400786082, 1.0061124915864732, 1.0340667724821302, 1.1152404017925261, 1.0992777948803372], 'val_acc': [0.4323888888888889, 0.514, 0.5252777777777777, 0.5584777777777777, 0.5921111111111111, 0.6279222222222223, 0.6157, 0.6332333333333333, 0.6478111111111111, 0.6542222222222223, 0.6527, 0.6476, 0.6502555555555556]}",13,0.7406756281852722,0.7253333330154419,0.7267854809761047,0.7253333330154419
